locusName	Best_hit_arabi_name	arabi-symbol	arabi-defline	at_tf_family	pt_tf_family
Potri.001G035200	AT5G07900.1	-	Mitochondrial transcription termination factor family protein	-	-
Potri.001G035300	AT5G07900.1	-	Mitochondrial transcription termination factor family protein	-	-
Potri.001G035400	AT5G45430.1	-	Protein kinase superfamily protein	-	-
Potri.001G035500	AT4G12560.1	CPR30	F-box and associated interaction domains-containing protein	-	-
Potri.001G035600	AT5G07900.1	-	Mitochondrial transcription termination factor family protein	-	-
Potri.001G035700	AT3G54380.1	-	SAC3/GANP/Nin1/mts3/eIF-3 p25 family	-	-
Potri.001G035800	AT3G11450.1	-	DnaJ domain ;Myb-like DNA-binding domain	MYB	MYB
Potri.001G035900	AT3G13690.1	-	Protein kinase protein with adenine nucleotide alpha hydrolases-like domain	-	-
Potri.001G036000	AT3G11440.1	ATMYB65,MYB65	myb domain protein 65	MYB	MYB
Potri.001G036100	AT5G06120.2	-	ARM repeat superfamily protein	-	-
Potri.001G036200	-	-	-	-	-
Potri.001G036300	-	-	-	-	-
Potri.001G036400	AT3G54360.1	-	zinc ion binding	-	-
Potri.001G036500	AT5G07010.1	ATST2A,ST2A	sulfotransferase 2A	-	-
Potri.001G036600	AT5G07010.1	ATST2A,ST2A	sulfotransferase 2A	-	-
Potri.001G036700	AT5G07010.1	ATST2A,ST2A	sulfotransferase 2A	-	-
Potri.001G036800	AT1G73100.1	SDG19,SUVH3	SU(VAR)3-9 homolog 3	-	-
Potri.001G036900	AT3G21240.1	4CL2,AT4CL2	4-coumarate:CoA ligase 2	-	-
Potri.001G037000	AT5G23570.1	ATSGS3,SGS3	XS domain-containing protein / XS zinc finger domain-containing protein-related	-	-
Potri.001G037100	AT5G23570.1	ATSGS3,SGS3	XS domain-containing protein / XS zinc finger domain-containing protein-related	-	-
Potri.001G037200	AT3G14250.1	-	RING/U-box superfamily protein	-	-
Potri.001G037300	AT1G73110.1	-	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
Potri.001G037400	AT5G43150.1	-	-	-	-
Potri.001G037500	AT2G24530.1	-	-	-	-
Potri.001G037600	-	-	-	-	-
Potri.001G037700	AT5G57330.1	-	Galactose mutarotase-like superfamily protein	-	-
Potri.001G037800	AT3G12660.1	FLA14	FASCICLIN-like arabinogalactan protein 14 precursor	-	-
Potri.001G037900	AT1G79640.1	-	Protein kinase superfamily protein	-	-
Potri.001G038000	AT1G79650.1	RAD23,RAD23B	Rad23 UV excision repair protein family	-	-
Potri.001G038100	AT1G16180.2	-	Serinc-domain containing serine and sphingolipid biosynthesis protein	-	-
Potri.001G038200	AT1G79660.1	-	-	-	-
Potri.001G038300	AT1G79670.1	RFO1,WAKL22	Wall-associated kinase family protein	-	-
Potri.001G038400	AT1G79660.1	-	-	-	-
Potri.001G038500	AT5G22250.1	-	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	-	-
Potri.001G038600	AT1G16110.1	WAKL6	wall associated kinase-like 6	-	-
Potri.001G038700	AT1G16260.1	-	Wall-associated kinase family protein	-	-
Potri.001G038800	-	-	-	-	-
Potri.001G038900	AT1G79660.1	-	-	-	-
Potri.001G039000	AT5G22250.1	-	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	-	-
Potri.001G039100	AT1G16260.1	-	Wall-associated kinase family protein	-	-
Potri.001G039200	AT1G16260.2	-	Wall-associated kinase family protein	-	-
Potri.001G039300	AT1G16260.2	-	Wall-associated kinase family protein	-	-
Potri.001G039400	AT1G16130.1	WAKL2	wall associated kinase-like 2	-	-
Potri.001G039500	AT1G79670.1	RFO1,WAKL22	Wall-associated kinase family protein	-	-
Potri.001G039600	-	-	-	-	-
Potri.001G039700	AT1G79660.1	-	-	-	-
Potri.001G039800	AT1G16260.2	-	Wall-associated kinase family protein	-	-
Potri.001G039900	AT1G16130.1	WAKL2	wall associated kinase-like 2	-	-
Potri.001G040000	AT1G69730.1	-	Wall-associated kinase family protein	-	-
Potri.001G040100	AT1G16080.1	-	-	-	-
Potri.001G040200	AT3G09390.1	ATMT-1,ATMT-K,MT2A	metallothionein 2A	-	-
Potri.001G040300	AT1G79660.1	-	-	-	-
Potri.001G040400	AT5G22250.1	-	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	-	-
Potri.001G040500	AT1G16130.1	WAKL2	wall associated kinase-like 2	-	-
Potri.001G040600	AT1G16260.1	-	Wall-associated kinase family protein	-	-
Potri.001G040700	-	-	-	-	-
Potri.001G040800	AT1G16150.1	WAKL4	wall associated kinase-like 4	-	-
Potri.001G040900	AT1G69730.1	-	Wall-associated kinase family protein	-	-
Potri.001G041000	AT1G69730.1	-	Wall-associated kinase family protein	-	-
Potri.001G041100	AT1G69730.1	-	Wall-associated kinase family protein	-	-
Potri.001G041200	AT1G16080.1	-	-	-	-
Potri.001G041300	AT3G09390.1	ATMT-1,ATMT-K,MT2A	metallothionein 2A	-	-
Potri.001G041400	AT1G16070.1	AtTLP8,TLP8	tubby like protein 8	-	-
Potri.001G041500	AT1G16060.1	ADAP	ARIA-interacting double AP2 domain protein	AP2	AP2
Potri.001G041600	AT1G79710.1	-	Major facilitator superfamily protein	-	-
Potri.001G041700	AT1G79720.1	-	Eukaryotic aspartyl protease family protein	-	-
Potri.001G041800	AT2G24100.1	-	-	-	-
Potri.001G041900	AT1G80940.1	-	-	-	-
Potri.001G042000	AT5G57820.1	-	zinc ion binding	-	-
Potri.001G042100	-	-	-	-	-
Potri.001G042200	-	-	-	-	-
Potri.001G042300	AT3G50310.1	MAPKKK20	mitogen-activated protein kinase kinase kinase 20	-	-
Potri.001G042400	AT5G67080.1	MAPKKK19	mitogen-activated protein kinase kinase kinase 19	-	-
Potri.001G042500	AT2G24130.1	-	Leucine-rich receptor-like protein kinase family protein	-	-
Potri.001G042600	AT3G12580.1	ATHSP70,HSP70	heat shock protein 70	-	-
Potri.001G042700	AT1G16030.1	Hsp70b	heat shock protein 70B	-	-
Potri.001G042800	-	-	-	-	-
Potri.001G042900	AT5G48930.1	HCT	hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase	-	-
Potri.001G043000	AT4G31860.1	-	Protein phosphatase 2C family protein	-	-
Potri.001G043100	AT1G80920.1	J8	Chaperone DnaJ-domain superfamily protein	-	-
Potri.001G043200	AT1G16010.1	MGT2,MRS2-1	magnesium transporter 2	-	-
Potri.001G043300	AT1G16000.1	-	-	-	-
Potri.001G043400	AT1G80500.1	-	SNARE-like superfamily protein	-	-
Potri.001G043500	AT1G80880.1	-	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
Potri.001G043600	AT5G15350.1	AtENODL17,ENODL17	early nodulin-like protein 17	-	-
Potri.001G043700	AT1G80870.1	-	Protein kinase superfamily protein	-	-
Potri.001G043800	AT2G34930.1	-	disease resistance family protein / LRR family protein	-	-
Potri.001G043900	AT1G19780.1	ATCNGC8,CNGC8	cyclic nucleotide gated channel  8	-	-
Potri.001G044000	AT1G73060.1	LPA3	Low  PSII Accumulation 3	-	-
Potri.001G044100	AT4G37580.1	COP3,HLS1,UNS2	Acyl-CoA N-acyltransferases (NAT) superfamily protein	-	-
Potri.001G044200	AT1G80860.1	ATPLMT,PLMT	phospholipid N-methyltransferase	-	-
Potri.001G044300	AT1G15980.1	NDF1,NDH48	NDH-dependent cyclic electron flow 1	-	-
Potri.001G044400	AT1G15970.1	-	DNA glycosylase superfamily protein	-	-
Potri.001G044500	AT1G80840.1	ATWRKY40,WRKY40	WRKY DNA-binding protein 40	WRKY	WRKY
Potri.001G044600	-	-	-	-	-
Potri.001G044700	AT4G21090.3	ATMFDX2,MFDX2	MITOCHONDRIAL  FERREDOXIN 2	-	-
Potri.001G044800	AT4G29280.1	LCR22	low-molecular-weight cysteine-rich 22	-	-
Potri.001G044900	AT1G15960.1	ATNRAMP6,NRAMP6	NRAMP metal ion transporter 6	-	-
Potri.001G045000	AT1G15950.1	ATCCR1,CCR1,IRX4	cinnamoyl coa reductase 1	-	-
Potri.001G045100	AT1G15950.1	ATCCR1,CCR1,IRX4	cinnamoyl coa reductase 1	-	-
Potri.001G045200	AT4G13420.1	ATHAK5,HAK5	high affinity K+ transporter 5	-	-
Potri.001G045300	AT1G15950.1	ATCCR1,CCR1,IRX4	cinnamoyl coa reductase 1	-	-
Potri.001G045400	AT1G15950.1	ATCCR1,CCR1,IRX4	cinnamoyl coa reductase 1	-	-
Potri.001G045500	AT1G15950.1	ATCCR1,CCR1,IRX4	cinnamoyl coa reductase 1	-	-
Potri.001G045600	AT1G15950.1	ATCCR1,CCR1,IRX4	cinnamoyl coa reductase 1	-	-
Potri.001G045700	AT1G15950.1	ATCCR1,CCR1,IRX4	cinnamoyl coa reductase 1	-	-
Potri.001G045800	AT1G15950.1	ATCCR1,CCR1,IRX4	cinnamoyl coa reductase 1	-	-
Potri.001G045900	AT1G15950.1	ATCCR1,CCR1,IRX4	cinnamoyl coa reductase 1	-	-
Potri.001G046000	AT3G50160.1	-	Plant protein of unknown function (DUF247)	-	-
Potri.001G046100	AT1G15950.1	ATCCR1,CCR1,IRX4	cinnamoyl coa reductase 1	-	-
Potri.001G046200	-	-	-	-	-
Potri.001G046300	-	-	-	-	-
Potri.001G046400	AT1G15950.1	ATCCR1,CCR1,IRX4	cinnamoyl coa reductase 1	-	-
Potri.001G046500	AT4G31880.1	-	-	-	-
Potri.001G046600	AT2G32060.1	-	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein	-	-
Potri.001G046700	AT2G32070.1	-	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	-	-
Potri.001G046800	AT1G80760.1	NIP6,NIP6;1,NLM7	NOD26-like intrinsic protein 6;1	-	-
Potri.001G046900	AT1G15900.1	-	-	-	-
Potri.001G047000	-	-	-	-	-
Potri.001G047100	AT1G15880.1	atgos11,GOS11	golgi snare 11	-	-
Potri.001G047200	AT1G76280.3	-	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
Potri.001G047300	-	-	-	-	-
Potri.001G047400	AT1G80750.1	-	Ribosomal protein L30/L7 family protein	-	-
Potri.001G047500	AT5G10970.1	-	C2H2 and C2HC zinc fingers superfamily protein	C2H2	C2H2
Potri.001G047600	AT1G15870.1	-	Mitochondrial glycoprotein family protein	-	-
Potri.001G047700	AT1G80980.1	-	-	-	-
Potri.001G047800	AT1G80690.1	-	PPPDE putative thiol peptidase family protein	-	-
Potri.001G047900	AT1G15860.2	-	Domain of unknown function (DUF298)	-	-
Potri.001G048000	AT1G80680.1	MOS3,NUP96,PRE,SAR3	SUPPRESSOR OF AUXIN RESISTANCE 3	-	-
Potri.001G048100	AT1G80670.1	-	Transducin/WD40 repeat-like superfamily protein	-	-
Potri.001G048200	AT5G25190.1	-	Integrase-type DNA-binding superfamily protein	ERF	ERF
Potri.001G048300	AT1G80660.1	AHA9,HA9	H(+)-ATPase 9	-	-
Potri.001G048400	-	-	-	-	-
Potri.001G048500	AT2G25220.1	-	Protein kinase superfamily protein	-	-
Potri.001G048600	-	-	-	-	-
Potri.001G048700	AT1G15520.1	ABCG40,ATABCG40,ATPDR12,PDR12	pleiotropic drug resistance 12	-	-
Potri.001G048800	AT1G15520.1	ABCG40,ATABCG40,ATPDR12,PDR12	pleiotropic drug resistance 12	-	-
Potri.001G048900	AT1G15520.1	ABCG40,ATABCG40,ATPDR12,PDR12	pleiotropic drug resistance 12	-	-
Potri.001G049000	AT1G15520.1	ABCG40,ATABCG40,ATPDR12,PDR12	pleiotropic drug resistance 12	-	-
Potri.001G049100	AT1G78955.1	CAMS1	camelliol C synthase 1	-	-
Potri.001G049200	AT1G78950.1	-	Terpenoid cyclases family protein	-	-
Potri.001G049300	AT3G24800.1	PRT1	proteolysis 1	-	-
Potri.001G049400	AT2G32700.6	LUH	LEUNIG_homolog	-	-
Potri.001G049500	-	-	-	-	-
Potri.001G049600	-	-	-	-	-
Potri.001G049700	AT4G13195.1	CLE44	CLAVATA3/ESR-RELATED 44	-	-
Potri.001G049800	AT3G24160.1	PMP	putative type 1 membrane protein	-	-
Potri.001G049900	AT4G13670.1	PTAC5	plastid transcriptionally active 5	-	-
Potri.001G050000	AT3G24170.1	ATGR1,GR1	glutathione-disulfide reductase	-	-
Potri.001G050100	AT2G02230.1	AtPP2-B1,PP2-B1	phloem protein 2-B1	-	-
Potri.001G050200	AT2G33100.1	ATCSLD1,CSLD1	cellulose synthase-like D1	-	-
Potri.001G050300	AT1G04730.1	CTF18	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
Potri.001G050400	AT1G04760.1	ATVAMP726,VAMP726	vesicle-associated membrane protein 726	-	-
Potri.001G050500	-	-	-	-	-
Potri.001G050600	AT1G04770.1	-	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
Potri.001G050700	AT3G24190.1	-	Protein kinase superfamily protein	-	-
Potri.001G050800	AT5G26594.1	ARR24,RR24	response regulator 24	-	-
Potri.001G050900	AT3G04280.2	ARR22,RR22	response regulator 22	-	-
Potri.001G051000	AT5G26594.1	ARR24,RR24	response regulator 24	-	-
Potri.001G051100	-	-	-	-	-
Potri.001G051200	AT3G24200.1	-	FAD/NAD(P)-binding oxidoreductase family protein	-	-
Potri.001G051300	AT1G34010.1	-	-	-	-
Potri.001G051400	AT1G04780.1	-	Ankyrin repeat family protein	-	-
Potri.001G051500	AT5G13930.1	ATCHS,CHS,TT4	Chalcone and stilbene synthase family protein	-	-
Potri.001G051600	AT5G13930.1	ATCHS,CHS,TT4	Chalcone and stilbene synthase family protein	-	-
Potri.001G051700	AT3G23940.1	-	dehydratase family	-	-
Potri.001G051800	AT2G33150.1	KAT2,PED1,PKT3	peroxisomal 3-ketoacyl-CoA thiolase 3	-	-
Potri.001G051900	AT2G33150.1	KAT2,PED1,PKT3	peroxisomal 3-ketoacyl-CoA thiolase 3	-	-
Potri.001G052000	AT1G04700.1	-	PB1 domain-containing protein tyrosine kinase	-	-
Potri.001G052100	AT1G04690.1	KAB1,KV-BETA1	potassium channel beta subunit 1	-	-
Potri.001G052200	AT4G13700.1	ATPAP23,PAP23	purple acid phosphatase 23	-	-
Potri.001G052300	AT4G13710.1	-	Pectin lyase-like superfamily protein	-	-
Potri.001G052400	AT4G13720.1	-	Inosine triphosphate pyrophosphatase family protein	-	-
Potri.001G052500	AT3G24240.1	-	Leucine-rich repeat receptor-like protein kinase family protein	-	-
Potri.001G052600	AT1G04670.1	-	-	-	-
Potri.001G052700	-	-	-	-	-
Potri.001G052800	-	-	-	-	-
Potri.001G052900	-	-	-	-	-
Potri.001G053000	AT1G04650.1	-	-	-	-
Potri.001G053100	AT3G24060.1	-	Plant self-incompatibility protein S1 family	-	-
Potri.001G053200	AT3G24060.1	-	Plant self-incompatibility protein S1 family	-	-
Potri.001G053300	AT3G24060.1	-	Plant self-incompatibility protein S1 family	-	-
Potri.001G053400	AT2G33170.1	-	Leucine-rich repeat receptor-like protein kinase family protein	-	-
Potri.001G053500	AT3G24050.1	GATA1	GATA transcription factor 1	GATA	GATA
Potri.001G053600	AT4G13590.1	-	Uncharacterized protein family (UPF0016)	-	-
Potri.001G053700	AT2G33180.1	-	-	-	-
Potri.001G053800	AT3G24040.1	-	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein	-	-
Potri.001G053900	AT3G24030.1	-	hydroxyethylthiazole kinase family protein	-	-
Potri.001G054000	AT3G24020.1	-	Disease resistance-responsive (dirigent-like protein) family protein	-	-
Potri.001G054100	AT4G13580.1	-	Disease resistance-responsive (dirigent-like protein) family protein	-	-
Potri.001G054200	-	-	-	-	-
Potri.001G054300	-	-	-	-	-
Potri.001G054400	AT3G23990.1	HSP60,HSP60-3B	heat shock protein 60	-	-
Potri.001G054500	AT1G04630.1	MEE4	GRIM-19 protein	-	-
Potri.001G054600	AT5G60020.1	ATLAC17,LAC17	laccase 17	-	-
Potri.001G054700	AT5G11860.2	SSP5	SCP1-like small phosphatase 5	-	-
Potri.001G054800	AT1G74110.1	CYP78A10	cytochrome P450, family 78, subfamily A, polypeptide 10	-	-
Potri.001G054900	AT1G27390.1	TOM20-2	translocase outer membrane 20-2	-	-
Potri.001G055000	AT5G43250.1	NF-YC13	nuclear factor Y, subunit C13	NF-YC	NF-YC
Potri.001G055100	AT1G27920.1	MAP65-8	microtubule-associated protein 65-8	-	-
Potri.001G055200	AT1G67370.1	ASY1,ATASY1	DNA-binding HORMA family protein	-	-
Potri.001G055300	AT1G67360.2	-	Rubber elongation factor protein (REF)	-	-
Potri.001G055400	AT1G67350.2	-	-	-	-
Potri.001G055500	AT3G04280.1	ARR22,RR22	response regulator 22	-	-
Potri.001G055600	AT5G26594.1	ARR24,RR24	response regulator 24	-	-
Potri.001G055700	AT1G62940.1	ACOS5	acyl-CoA synthetase 5	-	-
Potri.001G055800	-	-	-	-	-
Potri.001G055900	AT5G43270.2	SPL2	squamosa promoter binding protein-like 2	SBP	SBP
Potri.001G056000	AT1G67325.1	-	Ran BP2/NZF zinc finger-like superfamily protein	-	-
Potri.001G056100	AT3G13060.2	ECT5	evolutionarily conserved C-terminal region 5	-	-
Potri.001G056200	AT1G27950.1	LTPG1	glycosylphosphatidylinositol-anchored lipid protein transfer 1	-	-
Potri.001G056300	AT1G67330.1	-	Protein of unknown function (DUF579)	-	-
Potri.001G056400	AT4G37100.1	-	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	-	-
Potri.001G056500	AT1G27385.1	-	-	-	-
Potri.001G056600	AT5G43260.1	-	chaperone protein dnaJ-related	-	-
Potri.001G056700	AT3G61470.1	LHCA2	photosystem I light harvesting complex gene 2	-	-
Potri.001G056800	AT1G67340.1	-	HCP-like superfamily protein with MYND-type zinc finger	-	-
Potri.001G056900	-	-	-	-	-
Potri.001G057000	-	-	-	-	-
Potri.001G057100	AT1G27340.1	-	Galactose oxidase/kelch repeat superfamily protein	-	-
Potri.001G057200	AT2G25560.1	-	DNAJ heat shock N-terminal domain-containing protein	-	-
Potri.001G057300	AT1G27330.1	-	Ribosome associated membrane protein RAMP4	-	-
Potri.001G057400	AT1G27320.1	AHK3,HK3	histidine kinase 3	-	-
Potri.001G057500	AT1G27970.1	NTF2B	nuclear transport factor 2B	-	-
Potri.001G057600	-	-	-	-	-
Potri.001G057700	AT1G27300.1	-	-	-	-
Potri.001G057800	AT1G67310.1	-	Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domains	CAMTA	CAMTA
Potri.001G057900	AT5G08391.1	-	Protein of unknown function (DUF 3339)	-	-
Potri.001G058000	AT3G48660.1	-	Protein of unknown function (DUF 3339)	-	-
Potri.001G058100	AT1G27290.1	-	-	-	-
Potri.001G058200	AT2G03710.3	AGL3,SEP4	K-box region and MADS-box transcription factor family protein 	MIKC_MADS	MIKC_MADS
Potri.001G058300	-	-	-	-	-
Potri.001G058400	AT1G24260.2	AGL9,SEP3	K-box region and MADS-box transcription factor family protein 	MIKC_MADS	MIKC_MADS
Potri.001G058500	-	-	-	-	-
Potri.001G058600	AT5G50670.1	-	Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein	SBP	SBP
Potri.001G058700	AT1G24265.2	-	Protein of unknown function (DUF1664)	-	-
Potri.001G058800	AT5G13080.1	ATWRKY75,WRKY75	WRKY DNA-binding protein 75	WRKY	WRKY
Potri.001G058900	AT5G60740.1	-	ABC transporter family protein	-	-
Potri.001G059000	AT1G27980.1	ATDPL1,DPL1	dihydrosphingosine phosphate lyase	-	-
Potri.001G059100	AT5G14090.1	-	-	-	-
Potri.001G059200	-	-	-	-	-
Potri.001G059300	-	-	-	-	-
Potri.001G059400	AT5G13090.1	-	-	-	-
Potri.001G059500	AT1G27990.1	-	-	-	-
Potri.001G059600	-	-	-	-	-
Potri.001G059700	AT5G13100.1	-	-	-	-
Potri.001G059800	AT5G50710.1	-	-	-	-
Potri.001G059900	AT5G13110.1	G6PD2	glucose-6-phosphate dehydrogenase 2	-	-
Potri.001G060000	AT3G27010.1	AT-TCP20,ATTCP20,PCF1,TCP20	TEOSINTE BRANCHED 1, cycloidea, PCF (TCP)-domain family protein 20	TCP	TCP
Potri.001G060100	AT1G69040.2	ACR4	ACT domain repeat 4	-	-
Potri.001G060200	AT5G13120.1	ATCYP20-2,CYP20-2	cyclophilin 20-2	-	-
Potri.001G060300	-	-	-	-	-
Potri.001G060400	AT5G50760.1	-	SAUR-like auxin-responsive protein family 	-	-
Potri.001G060500	AT5G13140.1	-	Pollen Ole e 1 allergen and extensin family protein	-	-
Potri.001G060600	AT5G14070.1	ROXY2	Thioredoxin superfamily protein	-	-
Potri.001G060700	AT5G13150.1	ATEXO70C1,EXO70C1	exocyst subunit exo70 family protein C1	-	-
Potri.001G060800	AT5G13160.1	PBS1	Protein kinase superfamily protein	-	-
Potri.001G060900	AT5G13170.1	SAG29	senescence-associated gene 29	-	-
Potri.001G061000	AT5G43280.1	ATDCI1,DCI1	delta(3,5),delta(2,4)-dienoyl-CoA isomerase 1	-	-
Potri.001G061100	AT3G02040.1	SRG3	senescence-related gene 3	-	-
Potri.001G061200	AT5G13180.1	ANAC083,NAC083,VNI2	NAC domain containing protein 83	NAC	NAC
Potri.001G061300	-	-	-	-	-
Potri.001G061400	AT5G50850.1	MAB1	Transketolase family protein	-	-
Potri.001G061500	AT2G33490.1	-	hydroxyproline-rich glycoprotein family protein	-	-
Potri.001G061600	AT5G21090.1	-	Leucine-rich repeat (LRR) family protein	-	-
Potri.001G061700	AT1G71830.1	ATSERK1,SERK1	somatic embryogenesis receptor-like kinase 1	-	-
Potri.001G061800	AT1G28050.1	-	B-box type zinc finger protein with CCT domain	CO-like	CO-like
Potri.001G061900	AT5G13190.1	-	-	-	-
Potri.001G062000	AT2G33510.1	-	-	-	-
Potri.001G062100	-	-	-	-	-
Potri.001G062200	AT5G43400.1	-	Uncharacterised conserved protein UCP015417,  vWA	-	-
Potri.001G062300	-	-	-	-	-
Potri.001G062400	AT3G08505.2	-	zinc finger (CCCH-type/C3HC4-type RING finger) family protein	C3H	-
Potri.001G062500	AT5G13220.1	JAS1,JAZ10,TIFY9	jasmonate-zim-domain protein 10	-	-
Potri.001G062600	AT5G13230.1	-	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
Potri.001G062700	AT5G13250.1	-	RING finger protein	-	-
Potri.001G062800	AT3G48800.1	-	Sterile alpha motif (SAM) domain-containing protein	-	-
Potri.001G062900	AT5G50915.1	-	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	bHLH	bHLH
Potri.001G063000	AT4G20970.1	-	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	bHLH	bHLH
Potri.001G063100	AT4G20980.3	-	Eukaryotic translation initiation factor 3 subunit 7 (eIF-3)	-	-
Potri.001G063200	AT4G37070.1	AtPLAIVA,PLA IVA,PLP1	Acyl transferase/acyl hydrolase/lysophospholipase superfamily protein	-	-
Potri.001G063300	AT1G74190.1	AtRLP15,RLP15	receptor like protein 15	-	-
Potri.001G063400	-	-	-	-	-
Potri.001G063500	AT1G54470.1	RPP27	RNI-like superfamily protein	-	-
Potri.001G063600	AT2G34400.1	-	Pentatricopeptide repeat (PPR-like) superfamily protein	-	-
Potri.001G063700	AT5G49290.1	ATRLP56,RLP56	receptor like protein 56	-	-
Potri.001G063800	AT2G34400.1	-	Pentatricopeptide repeat (PPR-like) superfamily protein	-	-
Potri.001G063900	AT1G54470.2	RPP27	RNI-like superfamily protein	-	-
Potri.001G064000	AT2G34400.1	-	Pentatricopeptide repeat (PPR-like) superfamily protein	-	-
Potri.001G064100	AT1G54470.2	RPP27	RNI-like superfamily protein	-	-
Potri.001G064200	AT4G30110.1	ATHMA2,HMA2	heavy metal atpase 2	-	-
Potri.001G064300	AT2G34400.1	-	Pentatricopeptide repeat (PPR-like) superfamily protein	-	-
Potri.001G064400	AT2G24130.1	-	Leucine-rich receptor-like protein kinase family protein	-	-
Potri.001G064500	AT1G74180.1	AtRLP14,RLP14	receptor like protein 14	-	-
Potri.001G064600	AT1G54470.2	RPP27	RNI-like superfamily protein	-	-
Potri.001G064700	AT4G30110.1	ATHMA2,HMA2	heavy metal atpase 2	-	-
Potri.001G064800	AT1G74170.1	AtRLP13,RLP13	receptor like protein 13	-	-
Potri.001G064900	AT1G74190.1	AtRLP15,RLP15	receptor like protein 15	-	-
Potri.001G065000	AT2G19080.1	-	metaxin-related	-	-
Potri.001G065100	-	-	-	-	-
Potri.001G065200	AT2G34400.1	-	Pentatricopeptide repeat (PPR-like) superfamily protein	-	-
Potri.001G065300	AT5G49290.1	ATRLP56,RLP56	receptor like protein 56	-	-
Potri.001G065400	AT1G58190.2	AtRLP9,RLP9	receptor like protein 9	-	-
Potri.001G065500	-	-	-	-	-
Potri.001G065600	AT2G33540.1	ATCPL3,CPL3	C-terminal domain phosphatase-like 3	-	-
Potri.001G065700	-	-	-	-	-
Potri.001G065800	AT5G13260.1	-	-	-	-
Potri.001G065900	AT1G28110.2	SCPL45	serine carboxypeptidase-like 45	-	-
Potri.001G066000	AT1G28100.4	-	-	-	-
Potri.001G066100	AT5G13270.1	RARE1	Pentatricopeptide repeat (PPR) superfamily protein	-	-
Potri.001G066200	AT5G62000.2	ARF1-BP,ARF2,HSS,ORE14	auxin response factor 2	ARF	ARF
